,source_spreadsheet,key,annotator,date_annotated,annotation_comments,exclude,time_taken,pub_venue,pub_authors,pub_year,pub_url,system_language,system_input,system_output,system_task,op_response_values,op_instrument_size,op_instrument_type,op_data_type,op_form,op_question_prompt_verbatim,op_question_prompt_paraphrase,op_statistics,criterion_verbatim,criterion_definition_verbatim,criterion_paraphrase,criterion_definition_paraphrase
11,1,BRS2020,,22-Aug-2020,,,50min,ACL,"Baheti, Ritter, & Small",2020,https://www.aclweb.org/anthology/2020.acl-main.19.pdf,English,text: multiple sentences,text: sentence,question answering,not given,not given,numerical rating scale,ordinal,direct quality estimation,not given,Does the response answer the question correctly?,percentage,correct answer,identify if the response is conversational and answers the question correctly,------ 16b. Correctness of outputs relative to input (content),Checks whether the generated response answers the question correctly (content) and whether it is conversational (form). 
12,1,BRS2020,,22-Aug-2020,,,50min,ACL,"Baheti, Ritter, & Small",2020,https://www.aclweb.org/anthology/2020.acl-main.19.pdf,English,text: multiple sentences,text: sentence,question answering,not given,not given,numerical rating scale,ordinal,direct quality estimation,not given,Is the response a complete sentence?,percentage,complete sentence,to judge if the response is a complete sentence (e.g. “it is in Indiana”) and not a sentence fragment (e.g. “Indiana”),------ 39h. Goodness of outputs relative to linguistic context in which they are read/heard,Checks whether the response is a complete sentence as opposed to a phrase. 
13,1,BRS2020,,22-Aug-2020,,,50min,ACL,"Baheti, Ritter, & Small",2020,https://www.aclweb.org/anthology/2020.acl-main.19.pdf,English,text: multiple sentences,text: sentence,question answering,not given,not given,numerical rating scale,ordinal,direct quality estimation,not given,Is the sentence grammatically correct?,percentage,grammaticality,judge whether the sentence is grammatically correct.,---------- 22. Grammaticality,Checks whether the generated response is grammatically correct.
14,1,CXPKLC2020,,22-Aug-2020,,,20min,ACL,"Cao, Xue, Pan, Kan, Liu, & Chua",2020,https://www.aclweb.org/anthology/2020.acl-main.100.pdf,English,text: sentence,text: sentence,paraphrasing / lossless simplification,1-5,5,numerical rating scale,ordinal,direct quality estimation,not given,Is the meaning of the sentence preserved?,mean,not given,checks whether semantic content is preserved,------ 16b. Correctness of outputs relative to input (content),Checks whether the information is preserved after simplification/style transfer
15,1,YBZLS2020,,22-Aug-2020,,,10min,ACL,"Yu, Bing, Zhang, Lam, & Si",2020,https://www.aclweb.org/anthology/2020.acl-main.26.pdf,English,text: multiple sentences,text: sentence,question generation,0/1,2,numerical rating scale,ordinal,direct quality estimation,not given,Can the question be answered by the review?,average,Relevance,"""indicate whether a question can be answered by the review""",---------- 5. Answerability from input,measures if the generated question can be answered from the input
16,1,YBZLS2020,,22-Aug-2020,,,5min,ACL,"Yu, Bing, Zhang, Lam, & Si",2020,https://www.aclweb.org/anthology/2020.acl-main.26.pdf,English,text: multiple sentences,text: sentence,question generation,0/1,2,numerical rating scale,ordinal,direct quality estimation,not given,Does the question share the same aspect as the review?,average,Aspect,"""whether they share the
same or related product aspect""",------ 16b. Correctness of outputs relative to input (content),Checks whether the question refers to the same product aspect
17,1,YBZLS2020,,22-Aug-2020,,,5min,ACL,"Yu, Bing, Zhang, Lam, & Si",2020,https://www.aclweb.org/anthology/2020.acl-main.26.pdf,English,text: multiple sentences,text: sentence,question generation,1-3,3,numerical rating scale,ordinal,direct quality estimation,not given,Is the question fluent?,average,Fluency,"""judging the question fluency""",---------- 21. Fluency,measures if the question is fluent or not
18,1,MSPPNYSBP2020,,22-Aug-2020,,,15min,ACL,"Madan, Setlur, Parekh, Poczos, Neubig, Yang, Salakhutdinov, Black, & Prabhumoye",2020,https://www.aclweb.org/anthology/2020.acl-main.169.pdf,English,text: sentence,text: sentence,paraphrasing / lossless simplification,1-5,5,numerical rating scale,ordinal,direct quality estimation,not given,Is the content preserved?,mean,content preservation,none given,------ 16b. Correctness of outputs relative to input (content),checks whether the content has been preserved in the generated text
19,1,MSPPNYSBP2020,,22-Aug-2020,,,3min,ACL,"Madan, Setlur, Parekh, Poczos, Neubig, Yang, Salakhutdinov, Black, & Prabhumoye",2020,https://www.aclweb.org/anthology/2020.acl-main.169.pdf,English,text: sentence,text: sentence,paraphrasing / lossless simplification,1-5,5,numerical rating scale,ordinal,direct quality estimation,not given,Is the generated sentence grammatically correct?,mean,grammaticality of the generated content,none given,---------- 22. Grammaticality,checks whether the generated text is grammatically correct
20,1,MSPPNYSBP2020,,22-Aug-2020,,,5min,ACL,"Madan, Setlur, Parekh, Poczos, Neubig, Yang, Salakhutdinov, Black, & Prabhumoye",2020,https://www.aclweb.org/anthology/2020.acl-main.169.pdf,English,text: sentence,text: sentence,paraphrasing / lossless simplification,1-5,5,numerical rating scale,ordinal,direct quality estimation,not given,Is the target attributed reflected in the generated text? ,mean,target attribute match of the generations,none given,------ 16a. Correctness of outputs relative to input (form),checks whether the intended attribute is matched in the generated text.
21,1,VdC2020,,22-Aug-2020,,,20min,ACL,Van de Cruys,2020,https://www.aclweb.org/anthology/2020.acl-main.223.pdf,"multiple (please specify): English, French",text: documents,text: multiple sentences,other (please specify): poem generation,1-5,5,numerical rating scale,ordinal,direct quality estimation,is the poem grammatical and syntactically well-formed?,blank,"average, significance test",fluency,is the poem grammatical and syntactically well-formed,"59. Multiple (list all): 21. Fluency, 22. Grammaticality",if the poem is fluent and grammatical
22,1,VdC2020,,22-Aug-2020,,,20min,ACL,Van de Cruys,2020,https://www.aclweb.org/anthology/2020.acl-main.223.pdf,"multiple (please specify): English, French",text: documents,text: multiple sentences,other (please specify): poem generation,1-5,5,numerical rating scale,ordinal,direct quality estimation,is the poem thematically structured?,blank,"average, significance test",coherence,is the poem thematically structured,---------- 9. Coherence,if the poem is coherent
23,1,VdC2020,,22-Aug-2020,,,20min,ACL,Van de Cruys,2020,https://www.aclweb.org/anthology/2020.acl-main.223.pdf,"multiple (please specify): English, French",text: documents,text: multiple sentences,other (please specify): poem generation,1-5,5,numerical rating scale,ordinal,direct quality estimation,does the poem convey a meaningful message to the reader?,blank,"average, significance test",meaningfulness,does the poem convey a meaningful message to the reader,---------- 28/29. Information content of outputs,probably checks whether the poem is meaningful in terms of semantics (rather than grammar)
24,1,VdC2020,,22-Aug-2020,,,20min,ACL,Van de Cruys,2020,https://www.aclweb.org/anthology/2020.acl-main.223.pdf,"multiple (please specify): English, French",text: documents,text: multiple sentences,other (please specify): poem generation,1-5,5,numerical rating scale,ordinal,direct quality estimation,does the text display the features of a poem?,blank,"average, significance test",poeticness,does the text display the features of a poem,------ 14. Correctness of outputs in their own right (form),checks whether the generated poem as written/structured as a poem
25,1,VdC2020,,22-Aug-2020,,,20min,ACL,Van de Cruys,2020,https://www.aclweb.org/anthology/2020.acl-main.223.pdf,"multiple (please specify): English, French",text: documents,text: multiple sentences,other (please specify): poem generation,1-2,2,rank ordering,rank order,relative quality estimation,not given,Is the poem written by a human or a computer? ,"percentage, significance test",written by human,if the poem is written by a human or a computer,---------- 23. Humanlikeness,checks whether the poem was written by a human
26,1,SCSNK2020,,22-Aug-2020,,,15min,ACL,"Shen, Chang, Su, Niu, & Klakow",2020,https://www.aclweb.org/anthology/2020.acl-main.641.pdf,English,raw/structured data,text: variable-length,end-to-end text generation,1-5,5,numerical rating scale,ordinal,direct quality estimation,not given,Is the generated text fluent?,mean,Fluent,if the text is fluent by grammar,"59. Multiple (list all): 21. Fluency, 22. Grammaticality",if the text has fluency and grammatical
27,1,SCSNK2020,,22-Aug-2020,,,5min,ACL,"Shen, Chang, Su, Niu, & Klakow",2020,https://www.aclweb.org/anthology/2020.acl-main.641.pdf,English,raw/structured data,text: variable-length,end-to-end text generation,N/A,N/A,counting,count,evaluation through post-editing/annotation,not given,How many wrong facts does the text contain?,count,Wrong,if the text contains wrong fact inconsistent with input data,------ 16b. Correctness of outputs relative to input (content),Measures if the facts in the generated text aligns well with the input
28,1,SCSNK2020,,22-Aug-2020,,,5min,ACL,"Shen, Chang, Su, Niu, & Klakow",2020,https://www.aclweb.org/anthology/2020.acl-main.641.pdf,English,raw/structured data,text: variable-length,end-to-end text generation,N/A,N/A,counting,count,evaluation through post-editing/annotation,not given,How many facts are repeated in the text?,count,Repeat,if the text contains repeats,------ 16b. Correctness of outputs relative to input (content),Measures if the facts in the generated text aligns well with the input
29,1,SCSNK2020,,22-Aug-2020,,,3min,ACL,"Shen, Chang, Su, Niu, & Klakow",2020,https://www.aclweb.org/anthology/2020.acl-main.641.pdf,English,raw/structured data,text: variable-length,end-to-end text generation,N/A,N/A,counting,count,evaluation through post-editing/annotation,not given,How many facts does the text miss?,count,Miss,if the text contains missing information,------ 16b. Correctness of outputs relative to input (content),Measures if the facts in the generated text aligns well with the input
30,2,CW2020,,,,,,ACL,Chai & Wan,2020,https://www.aclweb.org/anthology/2020.acl-main.21.pdf,English,"multiple (list all): text: multiple sentences, text:dialogue",text: multiple sentences,"multiple (list all): dialogue turn generation, question generation",1;2;3,3,numerical rating scale,ordinal,direct quality estimation,not given,"""reviewers are asked to choose a score from {1, 2, 3}, where 3 indicates the best quality.""",Average score,Fluency,"""measures if a question is grammatically correct and is fluent to read""","59. Multiple (list all): 22. Grammaticality, 42a. Goodness of outputs in their own right (both form and content)","Degree to which an output is free of grammatical errors and easy (fluent, coherent) to read."
31,2,CW2020,,,,,,ACL,Chai & Wan,2020,https://www.aclweb.org/anthology/2020.acl-main.21.pdf,English,"multiple (list all): text: multiple sentences), text:dialogue",text: multiple sentences,question generation,1;2;3,3,numerical rating scale,ordinal,direct quality estimation,not given,"""reviewers are asked to choose a score from {1, 2, 3}, where 3 indicates the best quality.""",Average score,Coherence,"""measures if a question is coherent with previous ones""",--------------- 6. Appropriateness (content),Degree to which the output fits the previously generated outputs
32,2,CW2020,,,,,,ACL,Chai & Wan,2020,https://www.aclweb.org/anthology/2020.acl-main.21.pdf,English,"multiple (list all): text: multiple sentences), text:dialogue",text: multiple sentences,question generation,1;2;3 (3 indicates the best quality),3,numerical rating scale,ordinal,direct quality estimation,not given,"""reviewers are asked to choose a score from {1, 2, 3}, where 3 indicates the best quality.""",Average score,Coreference,"""measures if a question uses correct pronouns""",------ 17a. Correctness of outputs relative to external frame of reference (form),"Degree to which the form of referring expressions is correct; I think it's different from Referent resolvability, which is about goodness"
33,2,CW2020,,,,,,ACL,Chai & Wan,2020,https://www.aclweb.org/anthology/2020.acl-main.21.pdf,English,"multiple (list all): text: multiple sentences), text:dialogue",text: multiple sentences,question generation,1;2;3,3,numerical rating scale,ordinal,direct quality estimation,not given,"""reviewers are asked to choose a score from {1, 2, 3}, where 3 indicates the best quality.""",Average score,Answerability,"""measures if a question is targeting on
the given answer""",---------- 5. Answerability from input,Degree to which the generated question can be answered by the input answer
34,2,CW2020,,,,,,ACL,Chai & Wan,2020,https://www.aclweb.org/anthology/2020.acl-main.21.pdf,English,"multiple (list all): text: multiple sentences), text:dialogue",text: multiple sentences,question generation,1;2;3,3,numerical rating scale,ordinal,direct quality estimation,not given,"""reviewers are asked to choose a score from {1, 2, 3}, where 3 indicates the best quality.""",Average score,Relevance,"""measures if a question is grounded in the given passage""",------ 16b. Correctness of outputs relative to input (content),Degree to which the contents of the question make sense given the input text
35,2,GD2020,,,,,,ACL,Goyal & Durrett,2020,https://www.aclweb.org/anthology/2020.acl-main.22.pdf,English,text: sentence,text: sentence,paraphrasing / lossless simplification,"0 denotes not a paraphrase
1 denotes that the input sentence and the generated sentence are paraphrases, but the generated sentence might contain grammatical errors
2 indicates that the input and the candidate are paraphrases",3,verbal descriptor scale,ordinal,direct quality estimation,not given,~choose the label that best fits the sentence pair you are evaluating,none given,Quality,"""the quality of the generated paraphrases""","59. Multiple (list all): 16b. Correctness of outputs relative to input (content) , 22. Grammaticality","If a sentence is a paraphrase or not and if so, if it is grammatically correct or not"
36,2,PXFCK2020,,,,,,ACL,"Pan, Xie, Feng, Chua, & Kan",2020,https://www.aclweb.org/anthology/2020.acl-main.135.pdf,English,"multiple (list all):  text:documents, text:sentence",text: sentence,question generation,"1(poor), 2, 3, 4, 5 (good)",5,numerical rating scale,ordinal,direct quality estimation,not given,"~rate the 3 criteria on a scale of 1 to 5, 1 being poor and 5 being good",Mean,Fluency,"""indicates whether the question follows the grammar and accords with the correct logic""","59. Multiple (list all): 9. Coherence, 22. Grammaticality",Degree to which an output is grammatically correct and its contents are logically valid
37,2,PXFCK2020,,,,,,ACL,"Pan, Xie, Feng, Chua, & Kan",2020,https://www.aclweb.org/anthology/2020.acl-main.135.pdf,English,"multiple (list all):  text:documents, text:sentence",text: sentence,question generation,"1(poor), 2, 3, 4, 5 (good)",5,numerical rating scale,ordinal,direct quality estimation,not given,"~rate the 3 criteria on a scale of 1 to 5, 1 being poor and 5 being good",Mean,Relevance,"""indicates whether the question is answerable and relevant to the passage""","59. Multiple (list all): 5. Answerability from input, 16b. Correctness of outputs relative to input (content)",The degree to which the output is relevant to the input and can be answered using the input
38,2,PXFCK2020,,,,,,ACL,"Pan, Xie, Feng, Chua, & Kan",2020,https://www.aclweb.org/anthology/2020.acl-main.135.pdf,English,"multiple (list all):  text:documents, text:sentence",text: sentence,question generation,"1(poor), 2, 3, 4, 5 (good)",5,numerical rating scale,ordinal,direct quality estimation,not given,"~rate the 3 criteria on a scale of 1 to 5, 1 being poor and 5 being good",Mean,Complexity,""" indicates whether the question involves reasoning over multiple sentences from the document""",--------------- 11. Text Property [Complexity/simplicity (content)],blank
39,2,CECLW2020,,,,,,ACL,"Chen, Eavani, Chen, Liu, & Wang",2020,https://www.aclweb.org/anthology/2020.acl-main.18.pdf,English,raw/structured data,text: sentence,data-to-text generation (with data summarisation),N/A,N/A,counting,count,evaluation through post-editing/annotation,not given,"~ count ""the number of facts in the text supported by the table, and contradicting with or missing from the table""",none given,Factual correctness,"""how well the generated text correctly conveys information in the table""",------ 16b. Correctness of outputs relative to input (content),blank
40,2,CECLW2020,,,,,,ACL,"Chen, Eavani, Chen, Liu, & Wang",2020,https://www.aclweb.org/anthology/2020.acl-main.18.pdf,English,raw/structured data,text: sentence,data-to-text generation (with data summarisation),"Sentence 1, Sentence 2",2,rank ordering,rank order,relative quality estimation,not given,"~choose the mot natural sentence among these two sentences (pairwise)

"" select the better one only according to language naturalness, or “Tied” if the two texts are of equal quality.""",Tukey’s HSD test,Language naturalness,"""whether the generated text is grammatically correct and fluent, regardless of factual correctness""","59. Multiple (list all): 22. Grammaticality, 42a. Goodness of outputs in their own right (both form and content)",blank
41,2,BRS2020,,,,,,ACL,"Baheti, Ritter, & Small",2020,https://www.aclweb.org/anthology/2020.acl-main.19.pdf,English,text: sentence,text: sentence,"multiple (list all): dialogue turn generation, question answering","a: incorrect answer, incomplete sentence
b: correct answer, incomplete sentence
c: incorrect answer, complete sentence
d: correct answer, complete sentence, not grammatical
e: correct answer, complete sentence, grammatical",5,verbal descriptor scale,ordinal,direct quality estimation,not given,"~For each question and response pair, choose one of the five options",Cohen’s kappa,Correctness,"""if the response is conversational and answers the question correctly""",------ 16b. Correctness of outputs relative to input (content),blank
42,2,BRS2020,,,,,,ACL,"Baheti, Ritter, & Small",2020,https://www.aclweb.org/anthology/2020.acl-main.19.pdf,English,text: sentence,text: sentence,question answering,"a: incorrect answer, incomplete sentence
b: correct answer, incomplete sentence
c: incorrect answer, complete sentence
d: correct answer, complete sentence, not grammatical
e: correct answer, complete sentence, grammatical",5,verbal descriptor scale,ordinal,direct quality estimation,not given,"~For each question and response pair, choose one of the five options",Cohen’s kappa,Grammaticality,none given,---------- 22. Grammaticality,The degree to which an output is grammaticaly correct.
43,2,BRS2020,,,,,,ACL,"Baheti, Ritter, & Small",2020,https://www.aclweb.org/anthology/2020.acl-main.19.pdf,English,text: sentence,text: sentence,question answering,"a: incorrect answer, incomplete sentence
b: correct answer, incomplete sentence
c: incorrect answer, complete sentence
d: correct answer, complete sentence, not grammatical
e: correct answer, complete sentence, grammatical",5,verbal descriptor scale,ordinal,direct quality estimation,not given,"~For each question and response pair, choose one of the five options",Cohen’s kappa,Complete-sentence,"""if the response is a complete sentence (e.g. “it is in Indiana”) and not a sentence fragment (e.g. “Indiana”)""",------ 42. Goodness of outputs in their own right (form),blank
44,2,CXPKLC2020,,,,,,ACL,"Cao, Xue, Pan, Kan, Liu, & Chua",2020,https://www.aclweb.org/anthology/2020.acl-main.100.pdf,English,text: sentence,text: sentence,paraphrasing / lossless simplification,"1, 2, 3, 4, 5",5,numerical rating scale,ordinal,direct quality estimation,not given,"""rate the model output given both input and gold references. The rating ranges from 1 to 5, where higher values indicate that more semantic content is preserved.""",none given,none given,none given,------ 16b. Correctness of outputs relative to input (content),Degree to which the semantic content is preserved between original and paraphrased sentences
45,2,YBZLS2020,,,,,,ACL,"Yu, Bing, Zhang, Lam, & Si",2020,https://www.aclweb.org/anthology/2020.acl-main.26.pdf,English,text: multiple sentences,text: sentence,question generation,"yes, no",2,text annotation,categorical,direct quality estimation,not given,~can the question be answered by the review?,Mean,Relevance,"""whether a question can be answered by the review""",---------- 5. Answerability from input,blank
46,2,YBZLS2020,,,,,,ACL,"Yu, Bing, Zhang, Lam, & Si",2020,https://www.aclweb.org/anthology/2020.acl-main.26.pdf,English,text: multiple sentences,text: sentence,question generation,"yes, no",2,text annotation,categorical,direct quality estimation,not given,~do the question and review share the same or related product aspect?,Mean,Aspect,"""whether they share the
same or related product aspect"" (they = a question and a review that contains the answer)",------ 16b. Correctness of outputs relative to input (content),blank
47,2,YBZLS2020,,,,,,ACL,"Yu, Bing, Zhang, Lam, & Si",2020,https://www.aclweb.org/anthology/2020.acl-main.26.pdf,English,text: multiple sentences,text: sentence,question generation,"1 (not fluent), 2, 3 (very fluent)",3,numerical rating scale,ordinal,direct quality estimation,not given,~how do you judge the question regarding its fluency?,Mean,Fluency,none given,---------- 21. Fluency,The degree to which an output is fluent.
48,2,MSPPNYSBP2020,,,,,,ACL,"Madan, Setlur, Parekh, Poczos, Neubig, Yang, Salakhutdinov, Black, & Prabhumoye",2020,https://www.aclweb.org/anthology/2020.acl-main.169.pdf,English,text: sentence,text: sentence,paraphrasing / lossless simplification,"1 (poor), 2, 3, 4, 5 (perfect output)",5,numerical rating scale,ordinal,direct quality estimation,not given,~rate the criterion on a scale from 1 to 5,none given,Content preservation,none given,------ 16b. Correctness of outputs relative to input (content),Degree to which the paraphrased sentence is faithful to the input sentence
49,2,MSPPNYSBP2020,,,,,,ACL,"Madan, Setlur, Parekh, Poczos, Neubig, Yang, Salakhutdinov, Black, & Prabhumoye",2020,https://www.aclweb.org/anthology/2020.acl-main.169.pdf,English,text: sentence,text: sentence,paraphrasing / lossless simplification,"1 (poor), 2, 3, 4, 5 (perfect output)",5,numerical rating scale,ordinal,direct quality estimation,not given,~rate the criterion on a scale from 1 to 5,none given,Grammaticality,none given,---------- 22. Grammaticality,The degree to which an output is free of grammatical errors. 
50,2,MSPPNYSBP2020,,,,,,ACL,"Madan, Setlur, Parekh, Poczos, Neubig, Yang, Salakhutdinov, Black, & Prabhumoye",2020,https://www.aclweb.org/anthology/2020.acl-main.169.pdf,English,text: sentence,text: sentence,paraphrasing / lossless simplification,"1 (poor), 2, 3, 4, 5 (perfect output)",5,numerical rating scale,ordinal,direct quality estimation,not given,~rate the criterion on a scale from 1 to 5,none given,Target attribute match,none given,--- 17c. Correctness of outputs relative to external frame of reference (both form and content),Degree to which the generated style matches the tag indicating which the target style
51,2,VdC2020,,,,,,ACL,Van de Cruys,2020,https://www.aclweb.org/anthology/2020.acl-main.223.pdf,"multiple (please specify): English, French",text: sentence,text: sentence,feature-controlled generation,"1, 2, 3, 4, 5",5,numerical rating scale,ordinal,unclear,"""is the poem grammatical and syntactically well-formed?""",blank,"two-tailed permutation test, mean",Fluency,"""is the poem grammatical and syntactically well-formed?""",---------- 22. Grammaticality,The degree to which an output is free of grammatical errors. 
52,2,VdC2020,,,,,,ACL,Van de Cruys,2020,https://www.aclweb.org/anthology/2020.acl-main.223.pdf,"multiple (please specify): English, French",text: sentence,text: sentence,feature-controlled generation,"1, 2, 3, 4, 5",5,numerical rating scale,ordinal,unclear,""" is the poem thematically structured?
""",blank,"two-tailed permutation test, mean",Coherence,""" is the poem thematically structured?
""",---------- 9. Coherence,blank
53,2,VdC2020,,,,,,ACL,Van de Cruys,2020,https://www.aclweb.org/anthology/2020.acl-main.223.pdf,"multiple (please specify): English, French",text: sentence,text: sentence,feature-controlled generation,"1, 2, 3, 4, 5",5,numerical rating scale,ordinal,unclear,"""does the poem convey a meaningful message to the reader?""",blank,"two-tailed permutation test, mean",Meaningfulness,"""does the poem convey a meaningful message to the reader?""",---------- 49. Understandability,blank
54,2,VdC2020,,,,,,ACL,Van de Cruys,2020,https://www.aclweb.org/anthology/2020.acl-main.223.pdf,"multiple (please specify): English, French",text: sentence,text: sentence,feature-controlled generation,"1, 2, 3, 4, 5",5,numerical rating scale,ordinal,unclear,"""does the text display the features of a poem""",blank,"two-tailed permutation test, mean",Poeticness,"""does the text display the features of a poem""",------ 58. Text Property [PROPERTY] (specify): Poeticness,The degree to which an output has some specific  features
55,2,VdC2020,,,,,,ACL,Van de Cruys,2020,https://www.aclweb.org/anthology/2020.acl-main.223.pdf,"multiple (please specify): English, French",text: sentence,text: sentence,feature-controlled generation,"yes, no",2,text annotation,categorical,direct quality estimation,not given,blank,"two-tailed permutation test, mean",Written by human,"""if the poem is written by a human or a computer""",---------- 23. Humanlikeness,The degree to which an output could have been produced by a human or a computer.
56,2,SCSNK2020,,,,,,ACL,"Shen, Chang, Su, Niu, & Klakow",2020,https://www.aclweb.org/anthology/2020.acl-main.641.pdf,English,raw/structured data,text: multiple sentences,data-to-text generation (no data summarisation),"1, 2, 3, 4, 5",5,numerical rating scale,ordinal,unclear,not given,~is the text is fluent by grammar?,Mean,Fluent,"""if the text is fluent by grammar""",---------- 22. Grammaticality,The degree to which an output is grammaticaly correct.
